,Name,Mathches_played,Goals,Assist,Yellow_cards,Yellow_to_red,Red_cards,Minutes_played
3818,Derlei,20,7,2,5,1,0,1.638'
3819,Marco Marchionni,31,4,5,4,0,0,2.630'
3820,Marcelo Gallardo,33,15,0,6,0,2,2.317'
3821,Jermaine Pennant,48,3,0,4,0,0,4.065'
3822,Craig Bellamy,32,17,4,8,0,0,2.410'
3823,Arouna Koné,32,13,4,2,0,0,2.498'
3824,Fernando Cavenaghi,25,10,4,4,0,0,1.388'
3825,Wagner,9,5,3,0,0,0,809'
3826,Cristian Ledesma,34,2,0,6,2,1,2.760'
3827,Robert Pirès,48,11,6,2,0,0,2.994'
3828,Diego Tristán,41,13,2,7,0,0,2.605'
3829,Milan Baros,32,12,0,7,0,0,2.479'
3830,Javier Chevantón,28,11,4,6,0,0,1.733'
3831,Robert Huth,21,0,1,4,0,0,914'
3832,Amauri,40,14,0,3,0,0,3.105'
3833,Rafael Sóbis,15,5,0,1,0,0,1.142'
3834,Jan Vennegoor of Hesselink,42,14,8,1,1,0,2.987'
3835,Salomon Kalou,38,15,8,0,0,0,3.258'
3836,Johan Micoud,44,14,22,7,0,0,3.787'
3837,Francesco Tavano,40,20,0,1,0,0,3.172'
3838,Zé Roberto,44,1,6,4,0,0,3.157'
3839,Zé Roberto,44,1,6,4,0,0,3.157'
3840,Mista,31,1,0,3,0,0,1.096'
3841,Fatih Tekke,48,30,6,8,0,0,4.028'
3842,Steed Malbranque,35,6,1,4,0,0,3.019'
3843,Nilmar,12,5,0,1,0,0,962'
3844,Kim Källström,43,9,7,7,0,0,3.575'
3845,Joleon Lescott,49,1,0,3,0,0,4.384'
3846,Diego,23,2,1,2,0,0,1.440'
3847,Georgios Seitaridis,2,0,0,1,0,0,180'
3848,Nikola Zigic,7,3,2,3,0,0,628'
3849,Yaya Touré,29,3,1,5,0,0,2.572'
3850,Frédéric Piquionne,40,7,4,4,0,0,3.262'
3851,Nihat Kahveci,32,7,1,3,0,1,2.130'
3852,Christian Poulsen,46,3,5,15,2,0,3.843'
3853,Marco Di Vaio,29,5,5,3,0,0,1.920'
3854,Christian Vieri,25,7,2,3,0,0,1.488'
3855,Christian Vieri,25,7,2,3,0,0,1.488'
3856,Jason Euell,11,1,0,0,0,0,554'
3857,Stefano Fiore,41,7,1,3,0,0,3.160'
3858,Péguy Luyindula,42,11,0,0,0,0,2.940'
3859,Stefano Fiore,41,7,1,3,0,0,3.160'
3860,Ederson,26,3,0,4,0,0,1.147'
3861,Emile Heskey,40,5,1,3,1,0,3.309'
3862,Diego Lugano,18,0,0,5,1,0,1.573'
3863,Aleksandr Kerzhakov,40,18,5,2,0,0,3.220'
3864,Sébastien Squillaci,39,2,1,2,0,1,3.310'
3865,Jean-Alain Boumsong,41,0,0,2,0,1,3.434'
3866,Hugo Viana,19,0,0,2,0,0,550'
3867,Halil Altintop,36,21,5,2,0,0,3.101'
3868,Fabio Liverani,35,1,2,6,0,1,2.941'
3869,Víctor Sánchez,27,5,0,5,0,0,1.920'
3870,Aimo Diana,39,8,4,12,0,0,3.007'
3871,Francisco Rufete,25,3,0,1,0,0,1.175'
3872,Ariel Ibagaza,27,0,0,8,0,1,1.651'
3873,Edgar Davids,31,1,1,9,1,0,2.426'
3874,Jérémy Toulalan,36,0,0,7,0,0,3.220'
3875,Mateja Kezman,32,9,0,6,1,0,2.392'
3876,Alejandro Domínguez,28,13,10,6,1,0,2.155'
3877,Maicon,38,2,3,10,0,0,3.329'
3878,Fabio Grosso,47,0,0,8,0,0,4.026'
3879,Daniel Moreira,40,12,6,6,0,0,3.465'
3880,Denny Landzaat,40,10,6,4,0,0,3.632'
3881,Christian Wilhelmsson,40,5,6,2,0,1,3.404'
3882,Konstantinos Katsouranis,35,7,4,10,0,0,3.129'
3883,Sotiris Kyrgiakos,36,2,2,5,2,0,3.060'
3884,Fábio Aurélio,30,2,0,4,0,0,1.591'
3885,Stéphane Dalmat,14,0,0,1,0,0,863'
3886,Vincenzo Montella,16,2,5,1,0,0,972'
3887,Luís Boa Morte,36,7,2,10,1,0,3.124'
3888,Laurent Robert,34,3,2,3,1,0,2.119'
3889,Juan Pablo Ángel,37,3,0,3,0,0,1.919'
3890,Stefan Kießling,34,11,4,6,0,0,2.257'
3891,David Odonkor,39,1,5,4,0,0,2.617'
3892,Marcelo,11,3,0,6,0,0,943'
3893,Mario Santana,40,1,1,6,0,0,2.720'
3894,Olivier Thomert,46,10,8,6,0,1,3.397'
3895,Jiri Jarosik,32,8,0,2,0,0,2.164'
3896,Olivier Monterrubio,42,7,18,1,0,1,3.379'
3897,Laurén,31,0,1,7,0,0,2.707'
3898,Mickaël Landreau,43,0,0,0,1,42,3.821'
3899,Jan Koller,13,5,3,1,0,0,927'
3900,Pedro Munitis,40,3,3,12,1,0,3.367'
3901,Aleksey Smertin,46,0,0,6,0,0,3.863'
3902,Stephen Makinwa,33,8,1,1,0,0,1.892'
3903,Alou Diarra,44,2,3,13,2,1,3.741'
3904,Fernando Ricksen,43,2,3,9,1,0,3.704'
3905,Sidi Keita,13,0,0,1,0,0,963'
3906,Fernando Navarro,33,1,0,9,1,1,2.916'
3907,Ilan,30,10,4,4,0,1,2.459'
3908,Gary McSheffrey,47,16,0,11,0,0,3.956'
3909,Joris Mathijsen,33,0,2,3,0,0,2.971'
3910,Javi Martínez,None,None,None,None,None,None,None
3911,Fábio Simplício,41,11,0,7,0,0,3.616'
3912,Matías Delgado,50,27,13,7,0,0,4.137'
3913,Benoît Pedretti,30,2,4,5,0,0,1.722'
3914,Diego Milito,45,20,0,2,0,0,3.578'
3915,Riki,32,8,0,2,0,0,2.492'
3916,Paulo André,3,0,0,0,0,0,270'
3917,Simone Barone,48,3,2,8,0,0,3.964'
3918,Benni McCarthy,28,4,3,3,0,0,2.140'
3919,Daniele Bonera,25,0,0,7,0,0,2.136'
3920,Andreas Isaksson,28,0,2,0,0,41,2.521'
3921,Marco Cassetti,29,0,3,11,0,0,2.418'
3922,John Hartson,37,19,6,4,0,0,2.647'
3923,Jon Dahl Tomasson,37,11,3,3,0,1,2.886'
3924,Juanfran,33,1,0,6,0,0,1.872'
3925,Manuele Blasi,21,0,0,3,0,0,1.256'
3926,Denílson,34,3,3,9,0,0,1.973'
3927,Manuel Fernandes,37,2,3,10,0,0,2.944'
3928,Shabani Nonda,22,8,2,1,0,0,1.105'
3929,Carlos Alberto,15,0,0,5,0,0,1.139'
3930,John Carew,40,15,3,5,0,0,2.374'
3931,Salva Ballesta,34,6,0,8,1,0,2.592'
3932,Andrés D'Alessandro,34,6,5,6,0,0,2.958'
3933,Edú Dracena,4,1,0,0,0,0,360'
3934,Andy Reid,14,0,0,2,0,0,670'
3935,Danny Mills,17,1,0,6,0,0,1.427'
3936,Ramón,4,0,0,0,0,0,128'
3937,Christian Terlizzi,33,7,0,10,0,0,2.692'
3938,David Dunn,20,3,0,0,0,0,884'
3939,Jaap Stam,37,1,2,5,2,0,2.692'
3940,Juan Pablo Sorín,33,4,2,6,0,0,2.375'
3941,Dagoberto,3,1,0,1,0,0,198'
3942,Mario Abrante,None,None,None,None,None,None,None
3943,Maxi López,9,1,2,0,0,0,317'
3944,Souleymane Diawara,24,1,0,8,0,0,2.026'
3945,Emiliano Bonazzoli,24,10,2,2,0,1,1.940'
3946,Ivica Olic,29,11,5,1,0,0,1.456'
3947,Celsinho,4,1,0,0,0,0,70'
3948,Mousa Dembélé,35,9,5,3,0,0,2.451'
3949,Benoît Assou-Ekotto,51,0,4,11,0,1,4.331'
3950,Johan Elmander,40,17,1,7,0,0,3.467'
3951,Pierre-Alain Frau,30,6,1,2,0,0,1.921'
3952,Lilian Thuram,39,0,0,7,0,1,3.307'
3953,Denílson,None,None,None,None,None,None,None
3954,Pavel Pogrebnyak,26,13,1,8,0,0,2.281'
3955,Ricardo Rocha,36,0,0,6,0,1,2.295'
3956,Edinson Cavani,None,None,None,None,None,None,None
3957,Nelson Haedo Valdez,44,12,6,6,0,0,2.496'
3958,Niko Kranjcar,2,0,0,0,0,0,180'
3959,Cameron Jerome,47,20,0,7,0,0,4.148'
3960,Matt Moussilou,36,5,3,1,0,0,1.913'
3961,Péguy Luyindula,42,11,0,0,0,0,2.940'
3962,Rob Green,45,0,0,0,0,64,4.079'
3963,Boško Janković,7,0,1,0,0,0,624'
3964,Jan Kromkamp,28,0,1,3,0,0,1.740'
3965,Modeste M'Bami,41,0,1,12,0,0,3.476'
3966,Frank Rost,50,0,1,0,0,50,4.530'
3967,Gaetano D'Agostino,26,3,2,7,0,0,1.784'
3968,Oguchi Onyewu,35,3,2,4,0,3,2.940'
3969,Luis Jiménez,35,6,1,7,0,0,2.542'
3970,Olivier Dacourt,38,1,0,12,0,1,2.100'
3971,Pierre Womé,26,0,1,2,0,0,2.034'
3972,Jerko Leko,7,0,1,2,0,0,580'
3973,Hatem Trabelsi,30,0,6,5,0,0,2.600'
3974,Patrick Kluivert,15,2,0,2,0,0,559'
3975,Hatem Trabelsi,30,0,6,5,0,0,2.600'
3976,Patrick Kluivert,15,2,0,2,0,0,559'
3977,Jimmy Floyd Hasselbaink,44,17,1,8,0,0,2.873'
3978,Mert Nobre,41,21,5,4,0,0,2.908'
3979,Johann Vogel,22,0,1,2,0,0,1.190'
3980,Federico Insúa,37,10,0,3,1,0,3.092'
3981,Yoann Gourcuff,47,6,4,4,0,0,3.045'
3982,Deivid,29,7,4,2,0,0,1.901'
3983,Afonso Alves,8,3,0,1,0,0,720'
3984,Dodô,1,1,0,0,0,0,90'
3985,Franck Queudrue,49,3,0,7,0,0,3.465'
3986,Fitz Hall,44,1,0,14,0,1,3.887'
3987,Greg Halford,49,7,4,5,0,0,4.382'
3988,Mariano Pernía,36,10,0,8,1,0,3.221'
3989,Jimmy Bullard,41,4,0,0,0,0,3.531'
3990,Jonathan Santana,32,8,0,7,0,0,2.503'
3991,Cesare Bovo,36,1,5,9,1,1,2.775'
3992,Markus Rosenberg,48,15,7,3,0,0,3.494'
3993,Kevin Kilbane,43,0,1,5,0,0,2.651'
3994,Marco Di Vaio,29,5,5,3,0,0,1.920'
3995,Artur Boruc,35,0,1,0,0,30,3.150'
3996,Mémé Tchité,38,19,7,5,0,0,3.231'
3997,Juninho Paulista,6,1,0,2,0,0,395'
3998,Christian Abbiati,27,0,1,0,0,17,2.333'
3999,Ahmed Hassan,37,6,10,11,0,0,2.755'
4000,Michael Essien,50,9,0,10,1,0,4.430'
4001,Patrick Vieira,44,7,5,11,1,0,3.926'
4002,Shaun Wright-Phillips,36,12,1,0,0,0,3.164'
4003,Sergio Ramos,37,3,0,9,0,0,3.167'
4004,Alberto Gilardino,48,25,2,4,0,0,3.947'
4005,Michael Owen,45,16,4,1,0,0,2.413'
4006,Robinho,9,6,0,0,0,0,802'
4007,Júlio Baptista,41,23,0,4,1,0,3.550'
4008,Antonio Cassano,42,11,2,8,0,1,3.450'
4009,Albert Luque,44,11,0,6,0,0,2.854'
4010,Marek Jankulovski,37,4,2,7,0,2,3.105'
4011,Luís Figo,43,7,13,11,0,0,3.114'
4012,Wálter Samuel,40,2,2,17,2,0,3.496'
4013,Maniche,42,5,2,9,0,2,3.533'
4014,Maniche,42,5,2,9,0,2,3.533'
4015,Milan Baros,45,13,2,7,0,1,3.141'
4016,Fred,None,None,None,None,None,None,None
4017,Aleksandr Hleb,47,4,18,4,0,0,4.066'
4018,Jermaine Jenas,48,2,8,5,0,0,3.897'
4019,Luca Toni,36,21,2,9,0,0,3.219'
4020,Juan Román Riquelme,46,18,2,5,1,0,3.920'
4021,Miguel,28,2,0,2,0,0,2.444'
4022,Jon Dahl Tomasson,40,9,1,3,0,0,2.064'
4023,Costinha,50,3,1,13,0,0,4.233'
4024,Fabrizio Miccoli,40,12,0,8,0,0,3.028'
4025,Sébastien Frey,41,0,0,0,1,65,3.620'
4026,Mateja Kezman,41,7,2,8,0,0,1.619'
4027,Seth Johnson,6,1,0,1,0,0,370'
4028,Andy van der Meyde,29,1,6,4,0,0,1.555'
4029,David Villa,48,17,3,9,0,0,3.867'
4030,David Pizarro,40,2,4,5,0,1,3.340'
4031,Asier del Horno,37,6,4,12,0,0,2.727'
4032,Mohamed Sissoko,29,0,0,6,0,0,1.624'
4033,Emre Belözoglu,27,1,2,4,0,0,1.538'
4034,Ewerthon,33,12,2,1,0,0,2.635'
4035,Christian Vieri,36,17,2,3,0,0,2.212'
4036,Mark van Bommel,48,19,18,9,0,0,4.324'
4037,Javier Mascherano,11,1,0,2,0,0,944'
4038,Javier Saviola,42,17,0,2,0,0,3.296'
4039,Scott Parker,11,0,0,1,0,0,630'
4040,Dean Ashton,41,24,5,0,0,0,3.499'
4041,Theo Walcott,1,0,0,0,0,0,120'
4042,Peter Crouch,32,16,0,1,0,1,2.299'
4043,Nemanja Vidic‎,28,2,0,12,0,0,2.464'
4044,Lucho González,11,1,0,3,0,0,827'
4045,Tiago Mendes,51,4,3,7,0,0,2.912'
4046,Martin Petrov,30,12,13,6,0,0,2.476'
4047,Emmanuel Adebayor,50,14,3,3,0,1,3.501'
4048,Georgios Seitaridis,41,0,0,8,0,1,3.382'
4049,Luís Fabiano,27,3,0,6,0,0,1.405'
4050,Christian Vieri,36,17,2,3,0,0,2.212'
4051,Matteo Ferrari,46,0,0,10,1,0,3.865'
4052,Edgar Davids,23,0,1,3,0,0,1.370'
4053,Mohamed Kallon,52,20,2,7,0,0,3.853'
4054,Péguy Luyindula,37,10,2,0,0,0,2.660'
4055,Hidetoshi Nakata,24,0,4,1,0,0,1.479'
4056,Wálter Pandiani,37,11,1,7,0,0,2.589'
4057,Pepe Reina,57,0,1,0,0,47,5.115'
4058,Yakubu Aiyegbeni,35,17,0,2,0,0,2.755'
4059,Denílson,10,0,0,0,0,0,290'
4060,Andrea Caracciolo,35,12,0,10,1,0,2.966'
4061,Klaas-Jan Huntelaar,39,19,3,2,0,0,3.153'
4062,Giorgio Chiellini,42,3,2,2,0,0,3.555'
4063,Benoît Pedretti,33,4,2,10,0,0,2.780'
4064,Craig Bellamy,35,13,5,5,0,0,2.956'
4065,Torsten Frings,45,5,6,7,0,0,3.444'
4066,Fabrizio Miccoli,40,12,0,8,0,0,3.028'
4067,Maxwell,40,4,2,2,0,0,3.466'
4068,Fabian Ernst,47,2,5,8,0,0,4.162'
4069,Maxwell,40,4,2,2,0,0,3.466'
4070,Hugo Viana,42,8,0,7,0,0,2.984'
4071,Stefano Fiore,26,2,1,1,0,0,1.581'
4072,Daniel Agger,1,0,0,0,0,0,11'
4073,Valérien Ismaël,46,9,3,9,1,1,4.044'
4074,Bonaventure Kalou,47,19,1,9,0,0,3.952'
4075,Georgios Samaras,37,11,2,2,0,0,1.400'
4076,Patrice Evra,52,1,0,12,1,0,4.353'
4077,Stephen Appiah,23,2,0,4,0,0,1.477'
4078,Kevin Kuranyi,39,18,7,8,0,0,3.019'
4079,Jan Kromkamp,40,1,2,5,0,0,3.547'
4080,Rafael van der Vaart,32,7,6,5,0,0,2.463'
4081,Aílton,44,20,6,1,0,1,3.479'
4082,Mikel Arteta,30,2,4,6,0,0,1.578'
4083,Laurent Robert,47,5,11,5,0,0,3.058'
4084,Fábio Rochemback,36,3,1,3,0,0,2.779'
4085,Ivan Pelizzoli,21,0,0,0,0,42,1.890'
4086,Marco Di Vaio,38,14,1,3,0,0,2.375'
4087,Jan Kromkamp,40,1,2,5,0,0,3.547'
4088,Fernandinho,9,1,0,1,0,0,594'
4089,Wayne Bridge,25,0,0,0,0,0,2.077'
4090,John Carew,27,14,3,3,0,0,2.113'
4091,Domenico Morfeo,36,8,4,11,0,0,2.512'
4092,Stephen Makinwa,39,13,0,4,0,0,2.372'
4093,Frédéric Kanouté,41,10,3,2,1,0,2.716'
4094,Enzo Maresca,28,5,0,6,0,0,2.330'
4095,Wálter Pandiani,37,11,1,7,0,0,2.589'
4096,Andrés D'Alessandro,19,3,4,1,0,1,1.352'
4097,David Di Michele,45,21,3,5,0,0,3.353'
4098,Patrick Kluivert,37,13,2,3,0,0,2.211'
4099,Roy Keane,43,2,3,12,0,0,3.651'
4100,Ji-sung Park,44,11,7,1,1,0,3.877'
4101,Per Kröldrup,31,0,0,1,0,0,2.467'
4102,Mamadou Niang,38,15,2,8,0,0,3.286'
4103,Per Kröldrup,31,0,0,1,0,0,2.467'
4104,John Utaka,37,14,1,6,0,0,3.245'
4105,Maxi Rodríguez,37,15,0,1,1,0,2.914'
4106,Mikael Forssell,6,0,0,0,0,0,354'
4107,Clinton Morrison,28,5,0,4,0,0,1.357'
4108,Santiago Solari,34,5,3,1,0,0,1.449'
4109,Stéphane Dalmat,20,2,0,5,0,0,1.735'
4110,Laurent Robert,47,5,11,5,0,0,3.058'
4111,El-Hadji Diouf,32,9,1,7,0,1,2.337'
4112,Jesper Grönkjaer,35,1,0,8,0,0,2.765'
4113,Santos,41,13,3,3,0,0,3.124'
4114,Aleksey Smertin,25,1,2,4,0,0,1.472'
4115,Aleksey Smertin,25,1,2,4,0,0,1.472'
4116,Jiri Jarosik,30,1,0,1,0,0,1.575'
4117,Bernardo Corradi,32,5,0,9,0,0,1.721'
4118,Henri Camara,37,14,4,5,0,0,2.491'
4119,Camel Meriem,35,6,0,5,0,0,2.961'
4120,Valon Behrami,33,3,0,9,0,0,2.703'
4121,Benjani,50,17,1,4,0,0,3.824'
4122,Joseph Enakarhire,40,1,0,4,0,0,3.550'
4123,Emerson,17,9,2,3,0,0,1.530'
4124,Manuel Pasqual,42,0,0,10,0,0,3.780'
4125,Yasser Al-Qahtani,None,None,None,None,None,None,None
4126,Beto Severo,32,4,0,9,0,1,2.617'
4127,Hélder Postiga,33,3,0,2,0,1,1.607'
4128,Aílton,44,20,6,1,0,1,3.479'
4129,Juanfran,3,0,0,0,0,0,113'
4130,Ricardo Oliveira,38,23,2,5,0,1,3.401'
4131,Shabani Nonda,18,0,1,0,0,0,777'
4132,Arouna Koné,35,15,7,3,0,0,3.104'
4133,Michalis Konstantinou,40,18,3,7,0,0,3.236'
4134,Michael Bridges,20,1,3,0,0,0,660'
4135,Marcelo Salas,9,2,1,0,0,0,493'
4136,Nicky Butt,26,1,1,4,0,1,2.010'
4137,Salva Ballesta,30,8,1,4,1,0,1.873'
4138,Darius Vassell,22,3,1,0,0,0,1.462'
4139,Edú Gaspar,18,2,1,2,0,0,896'
4140,Michael Reiziger,24,1,0,1,0,0,1.793'
4141,Lionel Scaloni,34,2,0,7,0,1,2.402'
4142,Riccardo Montolivo,38,3,0,4,1,0,2.597'
4143,Markus Rosenberg,None,None,None,None,None,None,None
4144,Simon Davies,26,0,0,1,0,0,1.954'
4145,Kléberson,14,0,3,1,0,0,864'
4146,Lisandro López,None,None,None,None,None,None,None
4147,Samuel Kuffour,14,0,1,2,0,1,1.055'
4148,James Milner,41,1,3,1,0,0,1.935'
4149,Rodrigo Taddei,21,3,0,4,0,0,1.545'
4150,Phil Neville,34,0,1,4,0,0,1.929'
4151,Robert Earnshaw,38,15,0,0,0,0,2.242'
4152,Danny Murphy,43,5,2,3,0,0,3.622'
4153,Franck Ribéry,38,3,8,3,0,0,2.988'
4154,Szilard Nemeth,40,6,0,2,0,0,2.353'
4155,Slobodan Rajkovic,None,None,None,None,None,None,None
4156,Jô,2,0,0,0,0,0,180'
4157,Thomas Kahlenberg,2,0,0,0,0,1,180'
4158,Carlos Diogo,10,0,0,4,0,0,900'
4159,Sylvain Monsoreau,28,2,0,1,0,0,2.545'
4160,Jérémy Mathieu,48,4,5,4,0,0,4.275'
4161,Rafinha,None,None,None,None,None,None,None
4162,Michele Canini,33,0,0,5,1,0,2.870'
4163,Barreto,26,12,0,1,0,0,1.875'
4164,Timmy Simons,42,9,0,5,0,0,3.764'
4165,Wilfred Bouma,45,2,1,3,0,0,3.919'
4166,Mozart,43,2,1,12,0,0,3.704'
4167,Cicinho,11,4,0,1,0,0,976'
4168,Maciej Zurawski,30,27,22,3,0,0,2.649'
4169,Aruna Dindane,38,18,8,5,0,2,3.147'
4170,França,37,14,3,1,0,0,1.958'
4171,Nolberto Solano,39,9,3,6,0,0,3.015'
4172,Nuno Valente,12,0,0,4,0,0,1.007'
4173,Anders Svensson,32,4,0,0,0,0,2.228'
4174,Kevin Phillips,36,13,0,3,0,0,2.484'
4175,Souleymane Youla,33,14,6,4,0,1,2.715'
4176,Rodrigo Fabri,None,None,None,None,None,None,None
4177,Nastja Ceh,42,17,5,8,0,1,3.376'
4178,Francesco Coco,6,0,0,0,0,0,437'
4179,Alessio Tacchinardi,24,0,2,3,0,2,1.304'
4180,Traianos Dellas,27,2,1,5,0,0,2.213'
4181,Salif Diao,16,1,0,4,0,0,963'
4182,Georgios Karagounis,20,0,2,0,0,0,992'
4183,Habib Bamogo,32,6,2,5,0,0,1.918'
4184,Johann Vogel,42,2,0,5,0,0,3.187'
4185,César,27,4,0,3,1,1,1.630'
4186,Javier Portillo,21,4,0,1,0,0,1.017'
4187,Nicola Legrottaglie,13,0,0,0,0,0,1.066'
4188,Marco Ferreira,22,3,0,5,1,0,1.457'
4189,Tore André Flo,41,7,0,2,0,0,2.147'
4190,Edwin van der Sar,40,0,4,0,0,58,3.512'
4191,Albert Riera,22,2,0,3,0,0,1.488'
4192,Christian Giménez,42,30,2,3,0,1,3.321'
4193,Garry Flitcroft,22,0,0,5,0,0,1.628'
4194,Rory Delap,43,2,0,6,0,0,3.560'
4195,Albert Riera,22,2,0,3,0,0,1.488'
4196,Ali Karimi,None,None,None,None,None,None,None
4197,Tom Huddlestone,49,0,3,6,0,0,4.174'
4198,Tom Huddlestone,49,0,3,6,0,0,4.174'
4199,Martin Stranzl,41,1,3,6,0,1,3.582'
4200,Darren Bent,49,20,16,1,0,0,4.292'
4201,Lima,15,6,0,4,0,0,1.034'
4202,Lassana Diarra,30,0,0,8,1,0,2.381'
4203,Curtis Davies,44,1,0,6,0,0,3.960'
4204,Nathan Ellington,45,24,4,0,0,0,3.742'
4205,Igor Semshov,33,13,5,7,0,0,2.910'
4206,Federico Insúa,10,2,3,0,0,0,708'
4207,Antti Niemi,32,0,0,0,0,52,2.796'
4208,Nigel de Jong,42,6,2,5,0,0,3.183'
4209,Nenad Jestrovic,26,19,5,3,0,0,1.945'
4210,Michael Ball,7,0,0,1,0,0,524'
4211,Zvonimir Vukic,42,3,1,7,0,0,2.581'
4212,Diego Placente,38,0,4,8,0,1,3.177'
4213,Robert Kovac,34,0,1,7,0,0,2.791'
4214,Chris Kirkland,14,0,0,0,0,15,1.260'
4215,Igor Biscan,35,2,2,2,0,0,1.999'
4216,Shota Arveladze,22,4,0,0,0,0,1.183'
4217,Nicolás Medina,None,None,None,None,None,None,None
4218,Robbie Fowler,33,11,0,3,0,0,2.591'
4219,Zied Jaziri,30,10,7,9,1,0,2.259'
4220,Zvonimir Vukic,42,3,1,7,0,0,2.581'
4221,Sebastián Saja,None,None,None,None,None,None,None
4222,Patrik Berger,37,3,0,0,0,0,2.885'
4223,Magrão,24,2,1,4,0,0,1.780'
4224,Pierre-Alain Frau,45,9,3,2,0,0,2.691'
4225,Paulo Wanchope,24,6,0,4,0,0,1.440'
4226,Paulo Wanchope,24,6,0,4,0,0,1.440'
4227,Pablo García,30,1,0,16,1,1,2.561'
4228,Niels Oude Kamphuis,42,0,1,6,0,0,3.336'
4229,Javi Moreno,28,6,0,7,0,0,1.679'
4230,Sean Davis,19,0,0,4,0,0,1.362'
4231,Darío Silva,26,2,0,5,0,0,1.334'
4232,Chris Sutton,25,9,4,3,1,0,1.941'
4233,Ruslan Rotan,28,2,0,5,0,0,2.171'
4234,Shunsuke Nakamura,33,2,1,4,0,0,2.055'
4235,Steffen Hofmann,39,12,16,3,0,0,3.133'
4236,Emiliano Bonazzoli,35,8,0,10,0,0,2.917'
4237,Federico Agliardi,3,0,0,0,0,3,254'
4238,Mike Hanke,43,15,4,3,0,0,1.446'
4239,Andreas Ivanschitz,36,6,10,4,0,0,2.718'
4240,Aleksandr Samedov,26,1,5,2,0,0,1.471'
4241,Eduardo Costa,32,1,0,10,0,0,2.652'
4242,Reinaldo,54,14,1,10,0,0,3.908'
4243,Lorik Cana,40,1,1,10,1,0,3.358'
4244,Alex Song,35,0,0,8,0,0,2.689'
4245,Simon Vukcevic,25,6,4,3,0,0,1.950'
4246,Vladimir Bystrov,40,4,2,5,0,0,2.922'
4247,Yossi Benayoun,35,9,1,4,0,0,2.970'
4248,Tomas Jun,40,15,9,3,0,0,2.939'
4249,Vikash Dhorasoo,20,0,2,3,0,0,1.138'
4250,Didier Drogba,55,32,7,7,0,1,4.220'
4251,Wayne Rooney,40,9,1,12,0,0,2.960'
4252,Ricardo Carvalho,48,3,0,12,0,0,4.317'
4253,Émerson,42,5,1,5,0,0,3.595'
4254,Samuel Eto'o,41,22,1,3,1,0,3.475'
4255,Wálter Samuel,40,1,0,10,0,0,3.524'
4256,Deco,45,4,29,17,1,0,3.827'
4257,Djibril Cissé,53,30,2,3,0,0,4.619'
4258,Paulo Ferreira,52,0,2,5,0,0,4.587'
4259,Jonathan Woodgate,27,0,0,3,0,0,2.403'
4260,Arjen Robben,34,8,14,4,0,0,2.710'
4261,Stefano Fiore,47,16,2,3,0,0,3.808'
4262,Xabi Alonso,42,4,1,11,0,0,3.444'
4263,Zlatan Ibrahimovic,31,15,8,4,0,0,2.095'
4264,Matteo Brighi,31,1,0,7,1,0,2.425'
4265,Tiago Mendes,39,8,1,6,1,0,3.304'
4266,Carlos Tevez,21,6,2,1,0,1,1.660'
4267,Fernando Morientes,43,22,5,2,0,0,3.165'
4268,Nicolas Anelka,43,25,2,2,0,1,3.635'
4269,Adrian Mutu,36,10,8,7,0,0,2.408'
4270,Matuzalém,31,3,3,6,0,2,2.719'
4271,Valeri Bojinov,28,3,4,1,0,0,1.384'
4272,Petr Cech,37,0,1,0,0,33,3.329'
4273,Lúcio,28,4,1,2,0,0,2.466'
4274,Michael Owen,38,19,6,0,0,0,3.265'
4275,Jiri Jarosik,38,7,1,6,0,0,2.698'
4276,Craig Bellamy,24,9,0,4,0,0,1.800'
4277,Alex,5,1,0,1,0,0,407'
4278,Matteo Brighi,31,1,0,7,1,0,2.425'
4279,Jean-Alain Boumsong,41,1,0,1,0,0,3.659'
4280,Marco Di Vaio,44,17,1,1,0,0,2.473'
4281,Jaap Stam,42,3,0,3,0,0,3.594'
4282,Gabriel Heinze,38,3,0,7,0,0,3.510'
4283,Jérôme Rothen,49,1,16,5,0,0,4.052'
4284,Mario Yepes,40,4,0,11,0,2,3.718'
4285,Bernardo Corradi,46,12,3,10,0,0,3.777'
4286,Javier Chevantón,32,20,5,10,0,0,2.696'
4287,Péguy Luyindula,51,19,2,1,0,0,3.972'
4288,Fabio Cannavaro,34,2,1,3,0,0,2.896'
4289,Fabián Carini,32,1,0,0,0,29,2.880'
4290,Carlos Alberto,22,4,0,7,0,1,1.043'
4291,James Beattie,42,17,0,4,0,0,3.327'
4292,Derlei,30,18,11,5,0,0,2.489'
4293,Wálter Pandiani,42,20,1,5,0,0,2.381'
4294,Emile Heskey,47,12,5,1,0,0,3.176'
4295,Torsten Frings,17,4,9,4,0,0,1.507'
4296,Alan Smith,38,9,0,8,0,0,3.472'
4297,Papa Bouba Diop,32,4,0,6,1,2,2.177'
4298,Luis García,37,7,9,2,0,0,2.509'
4299,Fernando Cavenaghi,20,7,0,1,0,0,1.414'
4300,Éric Abidal,38,0,0,4,0,0,3.369'
4301,Pierre-Alain Frau,46,23,11,3,0,0,3.795'
4302,Ludovic Giuly,42,18,4,2,0,1,3.272'
4303,Edmílson,51,2,0,5,1,0,4.513'
4304,Andy Reid,51,13,0,6,0,0,4.642'
4305,Anderson,None,None,None,None,None,None,None
4306,Goran Pandev,21,1,1,4,0,0,1.177'
